Rank,CreatorName,Description,CreatorSite,Patrons,Earnings,EarningPerPatron,DaysRunning,Launched
"1,386",Paper Miniatures,Paper Miniatures is creating Paper Miniatures (paperminiatures),https://graphtreon.com/creator/paperminiatures,12,$16 per month,$1.35 per month,374,Sep 2018
"1,387",Pamela Earleywine,Pamela Earleywine is creating Art and Fish Tanks (54Punchie),https://graphtreon.com/creator/54Punchie,12,$218 per month,$18.15 per month,263,Jan 2019
"1,388",Snacky Boy,Snacky Boy is creating The Snacky Squad Pin Club! (snackyboy),https://graphtreon.com/creator/snackyboy,11,,,275,Dec 2018
"1,389",Ransom & Mitchell,"Ransom & Mitchell is creating photography, digital art, encaustic paintings (ransommitchell)",https://graphtreon.com/creator/ransommitchell,11,,,436,Jul 2018
"1,390",Rebecca Chaperon,Rebecca Chaperon is creating Paintings (rebeccachaperon),https://graphtreon.com/creator/rebeccachaperon,11,$138 per month,$12.58 per month,332,Nov 2018
"1,391",Rakki,Rakki is creating character artworks (rakki),https://graphtreon.com/creator/rakki,11,,,1279,Apr 2016
"1,392",hikusa,hikusa is creating Illustrations (hikusa),https://graphtreon.com/creator/hikusa,11,$33 per month,$3.02 per month,987,Jan 2017
"1,393",Sarajean,Sarajean is creating ART (theonewithbear),https://graphtreon.com/creator/theonewithbear,11,,,1234,May 2016
"1,394",Mike Eserkaln,"Mike Eserkaln is creating Plays, Drawings, Stories and Improv (eserkaln)",https://graphtreon.com/creator/eserkaln,11,,,303,Dec 2018
"1,395",EduFantasy,"EduFantasy is creating illustration, animation  (EduFantasy)",https://graphtreon.com/creator/EduFantasy,11,,,269,Jan 2019
"1,396",James Kelsey,"James Kelsey is creating amazing sculptures, paintings, and More! (JamesKelsey)",https://graphtreon.com/creator/JamesKelsey,11,$180 per month,$16.37 per month,1898,Jul 2014
"1,397",Xai,Xai is creating fluffy ponies (Xai),https://graphtreon.com/creator/Xai,11,$35 per month,$3.18 per month,1935,Jun 2014
"1,398",Sanja R,"Sanja R is creating Art, Illustrations, Comics (freakxwannaxbe)",https://graphtreon.com/creator/freakxwannaxbe,11,$114 per month,$10.36 per month,836,Jun 2017
"1,399",bioatomic,bioatomic is creating Concept and Character Design (bioatomic),https://graphtreon.com/creator/bioatomic,11,$29 per month,$2.64 per month,873,May 2017
"1,400",Beebosloth,Beebosloth is creating Traditional Illustration (beebosloth),https://graphtreon.com/creator/beebosloth,11,$44 per month,$3.99 per month,306,Nov 2018
