Rank,CreatorName,Description,CreatorSite,PatreonSite,Instagram,Facebook,Twitter,YouTube,Patrons,Earnings,EarningPerPatron,DaysRunning,Launched
"1,437",joverine,joverine is creating Drawing/Painting/Videos (joverine),https://graphtreon.com/creator/joverine,https://www.patreon.com/joverine,,,https://twitter.com/joverine,https://www.youtube.com/user/thegoodsauce,11,,,1711,15-Jan
"1,438",Studio Pen Pen,"Studio Pen Pen is creating Paintings, Prints, Tutorial and Time Lapse Videos (studiopenpen)",https://graphtreon.com/creator/studiopenpen,https://www.patreon.com/studiopenpen,,,0,https://www.youtube.com/user/studiopenpen,11,$135 per month,$12.28 per month,680,17-Nov
"1,439",piney ojo,piney ojo is creating art (pineyojo),https://graphtreon.com/creator/pineyojo,https://www.patreon.com/pineyojo,,,https://twitter.com/bikenesmith,0,11,$24 per month,$2.16 per month,738,17-Sep
"1,440",TehChan,"TehChan is creating Tutorials on digital paintings, reference photos and critiques.  (tehchan)",https://graphtreon.com/creator/tehchan,https://www.patreon.com/tehchan,,,0,https://www.youtube.com/user/tehchan123/featured,11,,,545,18-Apr
"1,441",Aly K. Sasagawa,Aly K. Sasagawa is creating Illustrations and Game Art. Goals: Art Books and a Webcomic! (ballaquia),https://graphtreon.com/creator/ballaquia,https://www.patreon.com/ballaquia,,,0,https://www.youtube.com/ruinakalzei,11,$51 per artwork,$4.59 per artwork,1614,15-May
"1,442",Alex Kuno,"Alex Kuno is creating Apocalyptic Fairytales, Psychedelic Anatomy, Surreal Erotica  (alexkuno)",https://graphtreon.com/creator/alexkuno,https://www.patreon.com/alexkuno,,,0,0,11,,,741,17-Sep
"1,443",Marya Filatova,Marya Filatova is creating watercolour landscapes and Tolkien based paintings (rittare_art),https://graphtreon.com/creator/rittare_art,https://www.patreon.com/rittare_art,,,0,0,11,$26 per month,$2.35 per month,212,19-Mar
"1,444",MeMiann,MeMiann is creating quirky and cute illustrations / monsters / doodles (memiann),https://graphtreon.com/creator/memiann,https://www.patreon.com/memiann,,,0,0,11,$22 per month,$2.04 per month,1149,16-Aug
"1,445",Saki,Saki is creating art not farts (sakibatch),https://graphtreon.com/creator/sakibatch,https://www.patreon.com/sakibatch,,,https://twitter.com/sakibatch,0,11,$25 per month,$2.29 per month,1613,15-May
"1,446",Christie Shinn aka HoraTora Studios,"Christie Shinn aka HoraTora Studios is creating Horrible Images, Illustrations, and Other Heartwarming Things. (HoraToraStudios)",https://graphtreon.com/creator/HoraToraStudios,https://www.patreon.com/HoraToraStudios,,,https://twitter.com/HoraToraStudios,0,11,,,2116,13-Dec
"1,447",Will Brooks,Will Brooks is creating Doctor Who Art  (willbrooks1989),https://graphtreon.com/creator/willbrooks1989,https://www.patreon.com/willbrooks1989,,,https://twitter.com/willbrooks1989,0,11,,,915,17-Mar
"1,448",tondagossa,"tondagossa is creating Drawings, Illustrations, and Art Streams (tondagossa)",https://graphtreon.com/creator/tondagossa,https://www.patreon.com/tondagossa,,,https://twitter.com/tgossa,https://www.youtube.com/tondagossa,11,$31 per month,$2.81 per month,1492,15-Sep
"1,449",Lynae Zebest,Lynae Zebest is creating astronomically awesome cosmetics & art (lynaezebest),https://graphtreon.com/creator/lynaezebest,https://www.patreon.com/lynaezebest,,,0,0,11,,,240,19-Feb
"1,450",Tanya Hales,Tanya Hales is creating Nature Spirit illustrations (tanyahales),https://graphtreon.com/creator/tanyahales,https://www.patreon.com/tanyahales,,,0,https://www.youtube.com/channel/UCWI7wIo-57WUL3ZoKfezfqA?view_as=subscriber,11,$34 per month,$3.07 per month,602,18-Feb
"1,451",Remy 'Eisu' Mokhtar,Remy 'Eisu' Mokhtar is creating Artworks (remyeisumokhtar),https://graphtreon.com/creator/remyeisumokhtar,https://www.patreon.com/remyeisumokhtar,,,https://twitter.com/Eisues,0,11,,,1736,14-Dec
"1,452",moni,"moni is creating Illustration, Concept art (moni_o_nium)",https://graphtreon.com/creator/moni_o_nium,https://www.patreon.com/moni_o_nium,,,0,0,11,$125 per 1st and 15th of every month,$11.37 per 1st and 15th of every month,1269,16-Apr
"1,453",Milo Wissig,Milo Wissig is creating Art (mwissig),https://graphtreon.com/creator/mwissig,https://www.patreon.com/mwissig,,,0,0,11,$57 per painting,$5.21 per painting,1160,16-Jul
"1,454",jillibeeean,jillibeeean is creating fanart and illustration (jillibeeean),https://graphtreon.com/creator/jillibeeean,https://www.patreon.com/jillibeeean,,,https://twitter.com/jillibeeean,https://www.youtube.com/channel/UCCsu-UOj9bKMB_WxmBUJU0A,11,,,560,18-Mar
"1,455",La bête Nwar,"La bête Nwar is creating comics, illustrations and animations  (labetenwar)",https://graphtreon.com/creator/labetenwar,https://www.patreon.com/labetenwar,,,https://twitter.com/Pap3rdragon,0,11,$73 per month,$6.63 per month,527,18-Apr
"1,456",Zan Edson,"Zan Edson is creating paintings, drawings, sculptures, dolls and bodypaintings",https://graphtreon.com/creator/user?u=8525018,https://www.patreon.com/user?u=8525018,,,0,0,11,$66 per month,$5.98 per month,682,17-Nov
"1,457",Shea Manweiler,Shea Manweiler is creating hand-drawn fantasy and dungeon adventure maps. (monocledoctopus),https://graphtreon.com/creator/monocledoctopus,https://www.patreon.com/monocledoctopus,,,https://twitter.com/Shea_Manweiler,0,11,,,427,18-Aug
"1,458",Dreachie,Dreachie is creating Sad girls & Dreamy drawings (dreachie),https://graphtreon.com/creator/dreachie,https://www.patreon.com/dreachie,,,https://twitter.com/Dreachie,https://www.youtube.com/c/dreachiee,11,,,689,17-Nov
"1,459",Anlavaro,"Anlavaro is creating Illustrations, Urban Sketches & Concept Art. (Anlavaro)",https://graphtreon.com/creator/Anlavaro,https://www.patreon.com/Anlavaro,,,0,0,11,$65 per month,$5.88 per month,426,18-Aug
"1,460",Pulp Diction Press,Pulp Diction Press is creating diverse action fiction! (pulpdictionpress),https://graphtreon.com/creator/pulpdictionpress,https://www.patreon.com/pulpdictionpress,,,0,0,11,$226 per month,$20.56 per month,1003,17-Jan
"1,461",Marcia,Marcia is creating illustrations & The Clockmaster (marcia),https://graphtreon.com/creator/marcia,https://www.patreon.com/marcia,,,https://twitter.com/m_arcii_a,https://www.youtube.com/channel/UCHADgMhNFbQIa1muBHKA4dg,11,,,1102,16-Sep
"1,462",Brandon Hayman,Brandon Hayman is creating Art! (brandonhayman),https://graphtreon.com/creator/brandonhayman,https://www.patreon.com/brandonhayman,,,0,0,11,$101 per month,$9.17 per month,275,18-Dec
"1,463",Elena Dudina,"Elena Dudina is creating Book and CD Covers, photomanipulations, photo fantasy... (elenadudina)",https://graphtreon.com/creator/elenadudina,https://www.patreon.com/elenadudina,,,0,0,11,,,884,17-May
"1,464",FenDuDu_DT,FenDuDu_DT is creating Drawing，Sims4CC,https://graphtreon.com/creator/user?u=14570918,https://www.patreon.com/user?u=14570918,,,0,0,11,,,257,19-Jan
"1,465",geotalon,geotalon is creating an artistic journey (geotalon),https://graphtreon.com/creator/geotalon,https://www.patreon.com/geotalon,,,0,0,11,,,412,18-Aug
"1,466",46cm,"46cm is creating Illustrations, Animations and Character Designs (46cm)",https://graphtreon.com/creator/46cm,https://www.patreon.com/46cm,,,0,0,11,$91 per month,$8.28 per month,58,19-Aug
"1,467",Cathy Wu,Cathy Wu is creating illustrations (itscathywu),https://graphtreon.com/creator/itscathywu,https://www.patreon.com/itscathywu,,,0,0,11,$113 per month,$10.27 per month,621,18-Jan
"1,468",Ayden Ferrante,Ayden Ferrante is creating Miniature painting tutorials for display and gaming. (fenrirminiatures),https://graphtreon.com/creator/fenrirminiatures,https://www.patreon.com/fenrirminiatures,,,0,0,11,,,238,19-Feb
"1,469",Alex Carlson,Alex Carlson is creating Illustrations and Art (alexcarlson),https://graphtreon.com/creator/alexcarlson,https://www.patreon.com/alexcarlson,,,0,0,11,$95 per creation,$8.59 per creation,706,17-Oct
"1,470",Luca Oleastri,Luca Oleastri is creating Science Fiction and Fantasy Art (innovari),https://graphtreon.com/creator/innovari,https://www.patreon.com/innovari,,,https://twitter.com/edizioniscudo,0,11,,,1288,16-Mar
"1,471",Erin McGathy,Erin McGathy is creating podcasts and artwork  (erinmcgathy),https://graphtreon.com/creator/erinmcgathy,https://www.patreon.com/erinmcgathy,,,https://twitter.com/erinmcgathy,0,11,$40 per month,$3.60 per month,827,17-Jun
"1,472",Eric Talbot,Eric Talbot is creating Artwork (erictalbot),https://graphtreon.com/creator/erictalbot,https://www.patreon.com/erictalbot,,,https://twitter.com/talbot_eric,0,11,,,794,17-Jul
"1,473",Sakuems,"Sakuems is creating Artworks, Stories and Videos (sakuems)",https://graphtreon.com/creator/sakuems,https://www.patreon.com/sakuems,,,https://twitter.com/sakuems,https://www.youtube.com/user/Sakuems,11,$72 per creation,$6.55 per creation,1941,14-Jun
"1,474",_Miin,_Miin is creating Webcomic and Digital painting (Artofmiin),https://graphtreon.com/creator/Artofmiin,https://www.patreon.com/Artofmiin,,,0,0,11,$21 per month,$1.87 per month,688,17-Nov
"1,475",MarkfunJones,"MarkfunJones is creating Acrylic painting Vlogs, Musical Treats (MarkFunJones)",https://graphtreon.com/creator/MarkFunJones,https://www.patreon.com/MarkFunJones,,,0,0,11,,,778,17-Aug
"1,476",Julie Wilmore,Julie Wilmore is creating ethereal animal drawings (juliewilmore),https://graphtreon.com/creator/juliewilmore,https://www.patreon.com/juliewilmore,,,https://twitter.com/juliewilmore,0,11,,,560,18-Mar
"1,477",John Staton,John Staton is creating An Art Book (usstreamers),https://graphtreon.com/creator/usstreamers,https://www.patreon.com/usstreamers,,,0,0,11,$15 per month,$1.39 per month,166,19-Apr
"1,478",Marcus C. Thomas,Marcus C. Thomas is creating some tasty illustrations (marcuscthomas),https://graphtreon.com/creator/marcuscthomas,https://www.patreon.com/marcuscthomas,,,0,0,11,,,384,18-Sep
"1,479",Eli Sachse,"Eli Sachse is creating fierce, queer portraits",https://graphtreon.com/creator/user?u=10770329,https://www.patreon.com/user?u=10770329,,,0,0,11,$138 per month,$12.53 per month,460,18-Jun
"1,480",Caley Feeney,"Caley Feeney is creating Visual art, clothing, sculptures and more (caleyf)",https://graphtreon.com/creator/caleyf,https://www.patreon.com/caleyf,,,0,0,11,$105 per month,$9.51 per month,175,19-Apr
"1,481",Tama Soto,"Tama Soto is creating Videos where you’ll see me painting, journaling, and crafting (tamasoto)",https://graphtreon.com/creator/tamasoto,https://www.patreon.com/tamasoto,,,0,0,11,$24 per month,$2.20 per month,460,18-Jun
"1,482",Antonjorch,"Antonjorch is creating Illustration, Environment, Sketches Concept Art (antonjorch)",https://graphtreon.com/creator/antonjorch,https://www.patreon.com/antonjorch,,,https://twitter.com/antonjorch,https://www.youtube.com/user/antonjorch,11,,,906,17-Apr
"1,483",blazemalefica,blazemalefica is creating Illustrations and Comics (blazemalefica),https://graphtreon.com/creator/blazemalefica,https://www.patreon.com/blazemalefica,,,0,0,11,,,198,19-Mar
"1,484",洋洋,洋洋 is creating something lovely (heartmush),https://graphtreon.com/creator/heartmush,https://www.patreon.com/heartmush,,,https://twitter.com/babyfrills,https://www.youtube.com/channel/UCS-7uVI9YUL9gMZsgXYtyQg,11,,,177,19-Apr
"1,485",Michael DeNicola,Michael DeNicola is creating Illustrations (michaeldenicola),https://graphtreon.com/creator/michaeldenicola,https://www.patreon.com/michaeldenicola,,,https://twitter.com/michaeldenicola,https://www.youtube.com/user/randommyhk,11,,,563,18-Mar
"1,486",William b. Hand,"William b. Hand is creating Drawings, Paintings, and sometimes Sculptures (WilliamBHand)",https://graphtreon.com/creator/WilliamBHand,https://www.patreon.com/WilliamBHand,,,0,0,11,,,166,19-Apr
"1,487",TheSkywaker,TheSkywaker is creating Digital Illustrations (theskywaker),https://graphtreon.com/creator/theskywaker,https://www.patreon.com/theskywaker,,,0,0,11,$26 per month,$2.41 per month,183,19-Apr
"1,488",Dadidou,Dadidou is creating Illustrations (dadidou),https://graphtreon.com/creator/dadidou,https://www.patreon.com/dadidou,,,0,0,11,$55 per month,$4.96 per month,624,18-Jan
"1,489",DanyaelArt,DanyaelArt is creating Illustrations (DanyaelArt),https://graphtreon.com/creator/DanyaelArt,https://www.patreon.com/DanyaelArt,,,https://twitter.com/DanyaelArt,https://www.youtube.com/c/DanyaelArt,11,,,1595,15-May
"1,490",Occuli,Occuli is creating Illustration (Occuli),https://graphtreon.com/creator/Occuli,https://www.patreon.com/Occuli,,,https://twitter.com/inkocculi,0,11,$24 per month,$2.14 per month,2029,14-Mar
"1,491",Unorthodox Fox,Unorthodox Fox is creating Digital Paintings + Process Content (unorthodoxfox),https://graphtreon.com/creator/unorthodoxfox,https://www.patreon.com/unorthodoxfox,,,https://twitter.com/Unorthodoxfox,0,11,,,1115,16-Sep
"1,492",FoolishCaptainKia,FoolishCaptainKia is creating Animations and Illustrations (FoolishCaptainKia),https://graphtreon.com/creator/FoolishCaptainKia,https://www.patreon.com/FoolishCaptainKia,,,https://twitter.com/FoolishKia,https://www.youtube.com/user/FoolishCaptainKia,11,$69 per month,$6.23 per month,1245,16-May
"1,493",Sawyer Cloud,Sawyer Cloud is creating illustrations and children books (SawyerCloud),https://graphtreon.com/creator/SawyerCloud,https://www.patreon.com/SawyerCloud,,,0,https://www.youtube.com/channel/UCoAkDrj7lWxlEEFEFi9iuyg,11,,,1179,16-Jul
"1,494",YunYang,"YunYang is creating Traditional, Digital Character Art and Illustrations (Dat_Yun)",https://graphtreon.com/creator/Dat_Yun,https://www.patreon.com/Dat_Yun,,,https://twitter.com/Dat_YunYang,https://www.youtube.com/channel/UCitxOqxTK4Dq8cwg-Q3I6qg,11,$151 per month,$13.75 per month,1535,15-Jul
"1,495",Katrina van Grouw,Katrina van Grouw is creating illustrated books on animal anatomy and evolution,https://graphtreon.com/creator/user?u=4858482,https://www.patreon.com/user?u=4858482,,,0,0,11,$22 per month,$1.98 per month,991,17-Jan
"1,496",Mike Bedsole,Mike Bedsole is creating Animation & Illustration (MetagameMike),https://graphtreon.com/creator/MetagameMike,https://www.patreon.com/MetagameMike,,,https://twitter.com/metagamemike,https://www.youtube.com/c/mikebedsole,11,$68 per month,$6.15 per month,864,17-May
"1,497",Beto Lima,Beto Lima is creating Digital Paintings (BetoLima),https://graphtreon.com/creator/BetoLima,https://www.patreon.com/BetoLima,,,0,0,11,$44 per Artwork,$4.04 per Artwork,119,19-Jun
"1,498",Blen,Blen is creating Digital Art (blencem),https://graphtreon.com/creator/blencem,https://www.patreon.com/blencem,,,https://twitter.com/Blencem,0,10,$53 per month,$5.31 per month,1116,16-Sep
"1,499",Andrea Potts,"Andrea Potts is creating Painting, Drawing, Printmaking, Leatherworking, Music, Mixed Med (Andreapotts)",https://graphtreon.com/creator/Andreapotts,https://www.patreon.com/Andreapotts,,,0,0,10,$90 per creation,$8.97 per creation,889,17-Apr
"1,500",Aaron Radney,Aaron Radney is creating Fantasy Illustrations and Imaginative Worlds (aaronradney),https://graphtreon.com/creator/aaronradney,https://www.patreon.com/aaronradney,,,https://twitter.com/aaron_radney,0,10,$78 per month,$7.77 per month,467,18-Jun
"1,501",canth? Decided-Baldwin,canth? Decided-Baldwin is creating The Horror in The Colors of EverythingEverything (GiftHorseProductions),https://graphtreon.com/creator/GiftHorseProductions,https://www.patreon.com/GiftHorseProductions,,,0,0,10,"$121 per Painting, drawing, sculpture, beadwork, embroidery","$12.06 per Painting, drawing, sculpture, beadwork, embroidery",2057,14-Feb
"1,502",Chloe Lee,Chloe Lee is creating Artwork (chloeleeart),https://graphtreon.com/creator/chloeleeart,https://www.patreon.com/chloeleeart,,,0,0,10,,,490,18-May
"1,503",Katie Runde,Katie Runde is creating contemporary realist oil paintings and portraits (katierunde),https://graphtreon.com/creator/katierunde,https://www.patreon.com/katierunde,,,0,0,10,$69 per month,$6.91 per month,695,17-Nov
"1,504",Sternengaukler,Sternengaukler is creating Artwork for animal shelters! (sternengaukler),https://graphtreon.com/creator/sternengaukler,https://www.patreon.com/sternengaukler,,,https://twitter.com/Stargambler,0,10,$89 per month,$8.93 per month,1100,16-Sep
"1,505",Trevor Grabill,Trevor Grabill is creating prints (flatmtnpress),https://graphtreon.com/creator/flatmtnpress,https://www.patreon.com/flatmtnpress,,,https://twitter.com/flatmtnpress,0,10,$105 per month,$10.53 per month,801,17-Jul
"1,506",Ashes.Graphics,Ashes.Graphics is creating fine art and a fantastical world called Caelis'al (AshesGraphics),https://graphtreon.com/creator/AshesGraphics,https://www.patreon.com/AshesGraphics,,,https://twitter.com/ashesgraphics,https://www.youtube.com/user/UnchangingEmbers,10,,,1023,16-Dec
"1,507",Kmye Chan,Kmye Chan is creating fantasy illustrations (kmyechan),https://graphtreon.com/creator/kmyechan,https://www.patreon.com/kmyechan,,,https://twitter.com/kmyechan,0,10,,,192,19-Mar
"1,508",Bristlebearhog,"Bristlebearhog is creating Cute, Comfy Illustrations (Bristlebearhog)",https://graphtreon.com/creator/Bristlebearhog,https://www.patreon.com/Bristlebearhog,,,https://twitter.com/Bristlebear20,0,10,,,347,18-Oct
"1,509",Ashley Newton,"Ashley Newton is creating techno-art w/ microcontrollers, rainbows, robots, pens, & more (ashleynewton)",https://graphtreon.com/creator/ashleynewton,https://www.patreon.com/ashleynewton,,,https://twitter.com/technorainbows,0,10,,,1307,16-Mar
"1,510",mayshing,"mayshing is creating comics, animation, illustrations, games, tutorials (mayshing)",https://graphtreon.com/creator/mayshing,https://www.patreon.com/mayshing,,,https://twitter.com/mayshing,https://www.youtube.com/user/Altarstudio,10,,,2001,14-Apr
"1,511",eighthsun,eighthsun is creating art & storyboards (eighthsun),https://graphtreon.com/creator/eighthsun,https://www.patreon.com/eighthsun,,,https://twitter.com/Hita_eighthsun,https://www.youtube.com/HITA%20EighthSun,10,,,501,18-May
